type,key,pattern,result,ingredients
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_blue_carpet'},"[{'item': 'minecraft:light_blue_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_blue_wool'},"[{'item': 'minecraft:light_blue_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_gray_bed'},"[{'item': 'minecraft:light_gray_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:yellow_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_gray_carpet'},"[{'item': 'minecraft:light_gray_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_gray_wool'},"[{'item': 'minecraft:light_gray_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:lime_bed'},"[{'item': 'minecraft:lime_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:yellow_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:lime_carpet'},"[{'item': 'minecraft:lime_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:lime_wool'},"[{'item': 'minecraft:lime_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:magenta_bed'},"[{'item': 'minecraft:magenta_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:yellow_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:magenta_carpet'},"[{'item': 'minecraft:magenta_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:magenta_wool'},"[{'item': 'minecraft:magenta_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:orange_bed'},"[{'item': 'minecraft:orange_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:yellow_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:orange_carpet'},"[{'item': 'minecraft:orange_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:orange_wool'},"[{'item': 'minecraft:orange_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:pink_bed'},"[{'item': 'minecraft:pink_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:yellow_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:pink_carpet'},"[{'item': 'minecraft:pink_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:pink_wool'},"[{'item': 'minecraft:pink_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:purple_bed'},"[{'item': 'minecraft:purple_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:yellow_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:purple_carpet'},"[{'item': 'minecraft:purple_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:purple_wool'},"[{'item': 'minecraft:purple_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:red_bed'},"[{'item': 'minecraft:red_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:yellow_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:red_carpet'},"[{'item': 'minecraft:red_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:yellow_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:red_wool'},"[{'item': 'minecraft:red_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:yellow_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:white_bed'},"[{'item': 'minecraft:white_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:yellow_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:white_carpet'},"[{'item': 'minecraft:white_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:yellow_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:white_wool'},"[{'item': 'minecraft:white_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:yellow_wool'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:yellow_bed'},"[{'item': 'minecraft:yellow_dye'}, [{'item': 'minecraft:black_bed'}, {'item': 'minecraft:blue_bed'}, {'item': 'minecraft:brown_bed'}, {'item': 'minecraft:cyan_bed'}, {'item': 'minecraft:gray_bed'}, {'item': 'minecraft:green_bed'}, {'item': 'minecraft:light_blue_bed'}, {'item': 'minecraft:light_gray_bed'}, {'item': 'minecraft:lime_bed'}, {'item': 'minecraft:magenta_bed'}, {'item': 'minecraft:orange_bed'}, {'item': 'minecraft:pink_bed'}, {'item': 'minecraft:purple_bed'}, {'item': 'minecraft:red_bed'}, {'item': 'minecraft:white_bed'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:yellow_carpet'},"[{'item': 'minecraft:yellow_dye'}, [{'item': 'minecraft:black_carpet'}, {'item': 'minecraft:blue_carpet'}, {'item': 'minecraft:brown_carpet'}, {'item': 'minecraft:cyan_carpet'}, {'item': 'minecraft:gray_carpet'}, {'item': 'minecraft:green_carpet'}, {'item': 'minecraft:light_blue_carpet'}, {'item': 'minecraft:light_gray_carpet'}, {'item': 'minecraft:lime_carpet'}, {'item': 'minecraft:magenta_carpet'}, {'item': 'minecraft:orange_carpet'}, {'item': 'minecraft:pink_carpet'}, {'item': 'minecraft:purple_carpet'}, {'item': 'minecraft:red_carpet'}, {'item': 'minecraft:white_carpet'}]]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:yellow_wool'},"[{'item': 'minecraft:yellow_dye'}, [{'item': 'minecraft:black_wool'}, {'item': 'minecraft:blue_wool'}, {'item': 'minecraft:brown_wool'}, {'item': 'minecraft:cyan_wool'}, {'item': 'minecraft:gray_wool'}, {'item': 'minecraft:green_wool'}, {'item': 'minecraft:light_blue_wool'}, {'item': 'minecraft:light_gray_wool'}, {'item': 'minecraft:lime_wool'}, {'item': 'minecraft:magenta_wool'}, {'item': 'minecraft:orange_wool'}, {'item': 'minecraft:pink_wool'}, {'item': 'minecraft:purple_wool'}, {'item': 'minecraft:red_wool'}, {'item': 'minecraft:white_wool'}]]"
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:emerald'}",[{'item': 'minecraft:emerald_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:emerald'}},"['###', '###', '###']",{'item': 'minecraft:emerald_block'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:obsidian'}, 'B': {'item': 'minecraft:book'}, 'D': {'item': 'minecraft:diamond'}}","[' B ', 'D#D', '###']",{'item': 'minecraft:enchanting_table'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:obsidian'}, 'E': {'item': 'minecraft:ender_eye'}}","['###', '#E#', '###']",{'item': 'minecraft:ender_chest'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:ender_eye'},"[{'item': 'minecraft:ender_pearl'}, {'item': 'minecraft:blaze_powder'}]"
minecraft:crafting_shaped,"{'E': {'item': 'minecraft:ender_eye'}, 'G': {'item': 'minecraft:glass'}, 'T': {'item': 'minecraft:ghast_tear'}}","['GGG', 'GEG', 'GTG']",{'item': 'minecraft:end_crystal'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:popped_chorus_fruit'}, '/': {'item': 'minecraft:blaze_rod'}}","['/', '#']","{'count': 4, 'item': 'minecraft:end_rod'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:end_stone'}},"['##', '##']","{'count': 4, 'item': 'minecraft:end_stone_bricks'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:end_stone_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:end_stone_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:end_stone_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:end_stone_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:end_stone_bricks'}},"['###', '###']","{'count': 6, 'item': 'minecraft:end_stone_brick_wall'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:exposed_copper'}},"['##', '##']","{'count': 4, 'item': 'minecraft:exposed_cut_copper'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:exposed_cut_copper'}},['###'],"{'count': 6, 'item': 'minecraft:exposed_cut_copper_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:exposed_cut_copper'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:exposed_cut_copper_stairs'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:end_stone'}, 'S': {'item': 'minecraft:eye_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:eye_armor_trim_smithing_template'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:fermented_spider_eye'},"[{'item': 'minecraft:spider_eye'}, {'item': 'minecraft:brown_mushroom'}, {'item': 'minecraft:sugar'}]"
minecraft:crafting_special_firework_rocket,,,,
minecraft:crafting_shapeless,,,"{'count': 3, 'item': 'minecraft:firework_rocket'}","[{'item': 'minecraft:gunpowder'}, {'item': 'minecraft:paper'}]"
minecraft:crafting_special_firework_star,,,,
minecraft:crafting_special_firework_star_fade,,,,
minecraft:crafting_shapeless,,,"{'count': 3, 'item': 'minecraft:fire_charge'}","[{'item': 'minecraft:gunpowder'}, {'item': 'minecraft:blaze_powder'}, [{'item': 'minecraft:coal'}, {'item': 'minecraft:charcoal'}]]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:string'}}","['  #', ' #X', '# X']",{'item': 'minecraft:fishing_rod'},
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:planks'}, '@': {'item': 'minecraft:flint'}}","['@@', '##', '##']",{'item': 'minecraft:fletching_table'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:flint_and_steel'},"[{'item': 'minecraft:iron_ingot'}, {'item': 'minecraft:flint'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:flower_banner_pattern'},"[{'item': 'minecraft:paper'}, {'item': 'minecraft:oxeye_daisy'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:brick'}},"['# #', ' # ']",{'item': 'minecraft:flower_pot'},
minecraft:crafting_shaped,{'#': {'tag': 'minecraft:stone_crafting_materials'}},"['###', '# #', '###']",{'item': 'minecraft:furnace'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:furnace_minecart'},"[{'item': 'minecraft:furnace'}, {'item': 'minecraft:minecart'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:glass'}},"['# #', ' # ']","{'count': 3, 'item': 'minecraft:glass_bottle'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:gold_nugget'}, 'X': {'item': 'minecraft:melon_slice'}}","['###', '#X#', '###']",{'item': 'minecraft:glistering_melon_slice'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:glowstone_dust'}},"['##', '##']",{'item': 'minecraft:glowstone'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:glow_item_frame'},"[{'item': 'minecraft:item_frame'}, {'item': 'minecraft:glow_ink_sac'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:gold_ingot'}, 'X': {'item': 'minecraft:apple'}}","['###', '#X#', '###']",{'item': 'minecraft:golden_apple'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:gold_ingot'}}","['XX', 'X#', ' #']",{'item': 'minecraft:golden_axe'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:gold_ingot'}},"['X X', 'X X']",{'item': 'minecraft:golden_boots'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:gold_nugget'}, 'X': {'item': 'minecraft:carrot'}}","['###', '#X#', '###']",{'item': 'minecraft:golden_carrot'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:gold_ingot'}},"['X X', 'XXX', 'XXX']",{'item': 'minecraft:golden_chestplate'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:gold_ingot'}},"['XXX', 'X X']",{'item': 'minecraft:golden_helmet'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:gold_ingot'}}","['XX', ' #', ' #']",{'item': 'minecraft:golden_hoe'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:gold_ingot'}},"['XXX', 'X X', 'X X']",{'item': 'minecraft:golden_leggings'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:gold_ingot'}}","['XXX', ' # ', ' # ']",{'item': 'minecraft:golden_pickaxe'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:gold_ingot'}}","['X', '#', '#']",{'item': 'minecraft:golden_shovel'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:gold_ingot'}}","['X', 'X', '#']",{'item': 'minecraft:golden_sword'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:gold_ingot'}},"['###', '###', '###']",{'item': 'minecraft:gold_block'},
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:gold_ingot'}",[{'item': 'minecraft:gold_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:gold_nugget'}},"['###', '###', '###']",{'item': 'minecraft:gold_ingot'},
